id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;subtensao_manhã;sobretensao_manhã;subtensao_tarde;sobretensao_tarde;subtensao_noite;sobretensao_noite;subtensao_madrugada;sobretensao_madrugada;subtensao_bess_carga;sobretensao_bess_carga;subtensao_bess_pós_carga_pré_descarga;sobretensao_bess_pós_carga_pré_descarga;subtensao_bess_descarga;sobretensao_bess_descarga;subtensao_bess_fora_de_operacao;sobretensao_bess_fora_de_operacao;horas_com_erro_max_control;horas_com_voltvar_ativo;pen_pct
311;ceu_aberto;5;1769,0;5;619,16;27;7;28;7;2;6;2;0;28;7;1;7;1;6;7;7;0;19;100
312;parcialmente_nublado;5;1768,99;5;619,15;27;7;4;7;2;6;2;0;27;7;1;7;1;6;2;7;0;24;100
313;ceu_aberto;5;1769,01;5;619,14;27;7;24;8;2;6;2;0;27;7;1;8;1;6;3;7;0;19;100
314;parcialmente_nublado;5;1769,0;5;619,15;2;8;2;7;2;6;2;0;2;7;1;6;1;6;3;8;0;24;100
315;nublado;5;1769,01;5;619,16;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
316;ceu_aberto;5;1769,01;5;619,14;29;7;29;7;2;6;2;0;29;6;1;7;1;6;23;7;0;19;100
317;ceu_aberto;5;1768,99;5;619,15;22;7;23;7;2;6;2;0;23;7;1;7;1;6;23;7;0;19;100
318;ceu_aberto;5;1768,99;5;619,15;22;9;22;8;2;6;2;0;22;7;1;8;1;6;2;9;0;19;100
319;ceu_aberto;5;1769,0;5;619,1500000000001;28;7;28;7;2;6;2;0;28;7;1;7;1;6;5;7;0;19;100
320;ceu_aberto;5;1768,99;5;619,1600000000001;17;7;24;7;2;6;2;0;24;7;1;7;1;6;18;7;0;19;100
321;ceu_aberto;5;1769,01;5;619,1500000000001;22;7;8;7;2;6;2;0;22;7;1;7;1;6;23;7;0;19;100
322;ceu_aberto;5;1769,0;5;619,16;24;7;4;7;2;6;2;0;24;7;1;7;1;6;9;7;0;19;100
323;parcialmente_nublado;5;1769,0;5;619,15;24;7;2;7;2;6;2;0;24;7;1;6;1;6;2;7;0;24;100
324;nublado;5;1769,0;5;619,15;2;7;1;6;2;6;2;0;2;6;1;6;1;6;2;7;0;21;100
325;ceu_aberto;5;1768,9899999999998;5;619,14;6;7;6;7;2;6;2;0;6;7;1;7;1;6;5;7;0;19;100
326;nublado;5;1769,01;5;619,16;1;7;27;7;2;6;2;0;27;7;1;7;1;6;2;7;0;21;100
327;ceu_aberto;5;1769,01;5;619,15;24;7;6;7;2;6;2;0;6;7;1;7;1;6;25;7;0;19;100
328;nublado;5;1769,0;5;619,16;1;8;1;7;2;6;2;0;1;6;1;7;1;6;2;8;0;21;100
329;ceu_aberto;5;1769,0;5;619,1500000000001;26;7;29;7;2;6;2;0;29;7;1;7;1;6;19;7;0;19;100
330;parcialmente_nublado;5;1769,0;5;619,14;2;9;2;7;2;6;2;0;2;7;1;7;1;6;2;9;0;24;100
331;parcialmente_nublado;5;1769,0;5;619,14;28;7;28;7;2;6;2;0;28;7;1;7;1;6;2;7;0;24;100
332;parcialmente_nublado;5;1769,01;5;619,15;27;7;2;7;2;6;2;0;27;7;1;6;1;6;5;7;0;24;100
333;ceu_aberto;5;1769,0;5;619,14;27;7;3;7;2;6;2;0;27;7;1;7;1;6;7;7;0;19;100
334;parcialmente_nublado;5;1769,0;5;619,15;4;7;29;7;2;6;2;0;29;7;1;7;1;6;2;7;0;24;100
335;parcialmente_nublado;5;1769,01;5;619,1500000000001;22;7;28;7;2;6;2;0;28;6;1;7;1;6;17;7;0;24;100
336;ceu_aberto;5;1769,0;5;619,15;27;7;29;7;2;6;2;0;29;7;1;7;1;6;18;7;0;19;100
337;ceu_aberto;5;1769,0;5;619,14;28;8;24;7;2;6;2;0;28;7;1;7;1;6;2;8;0;19;100
338;parcialmente_nublado;5;1769,0;5;619,1500000000001;4;8;1;7;2;6;2;0;4;7;1;6;1;6;2;8;0;24;100
339;nublado;5;1769,0;5;619,15;1;7;1;6;2;6;2;0;1;6;1;6;1;6;2;7;0;21;100
340;parcialmente_nublado;5;1768,99;5;619,14;23;7;1;7;2;6;2;0;3;7;1;6;1;6;24;7;0;24;100
341;ceu_aberto;5;1768,99;5;619,1500000000001;27;7;27;9;2;6;2;0;27;7;1;9;1;6;5;7;0;19;100
342;parcialmente_nublado;5;1769,0;5;619,1500000000001;8;7;26;7;2;6;2;0;26;7;1;7;1;6;9;7;0;24;100
343;ceu_aberto;5;1769,01;5;619,1500000000001;8;7;8;7;2;6;2;0;8;7;1;7;1;6;9;7;0;19;100
344;parcialmente_nublado;5;1768,99;5;619,1500000000001;24;7;29;6;2;6;2;0;29;6;1;6;1;6;2;7;0;24;100
345;ceu_aberto;5;1769,0;5;619,14;29;7;4;7;2;6;2;0;29;7;1;7;1;6;3;7;0;19;100
346;parcialmente_nublado;5;1769,0;5;619,1500000000001;28;8;3;7;2;6;2;0;28;7;1;7;1;6;2;8;0;24;100
347;parcialmente_nublado;5;1769,0;5;619,14;6;7;2;7;2;6;2;0;6;7;1;6;1;6;2;7;0;24;100
348;nublado;5;1769,01;5;619,1399999999999;1;7;2;7;2;6;2;0;2;7;1;6;1;6;2;7;0;21;100
349;ceu_aberto;5;1769,0;5;619,1400000000001;27;9;27;7;2;6;2;0;27;7;1;7;1;6;2;9;0;19;100
350;parcialmente_nublado;5;1769,0;5;619,15;27;7;22;7;2;6;2;0;27;6;1;7;1;6;2;7;0;24;100
351;ceu_aberto;5;1768,99;5;619,1500000000001;17;7;8;7;2;6;2;0;8;7;1;7;1;6;18;7;0;19;100
352;ceu_aberto;5;1769,0;5;619,1500000000001;28;7;4;7;2;6;2;0;28;7;1;7;1;6;5;7;0;19;100
353;ceu_aberto;5;1768,99;5;619,15;28;7;28;7;2;6;2;0;28;7;1;7;1;6;7;7;0;19;100
354;ceu_aberto;5;1769,0;5;619,15;27;7;27;7;2;6;2;0;27;7;1;7;1;6;3;7;0;19;100
355;nublado;5;1768,99;5;619,16;1;7;2;7;2;6;2;0;2;7;1;7;1;6;2;7;0;21;100
356;ceu_aberto;5;1769,0;5;619,1500000000001;26;7;28;7;2;6;2;0;28;7;1;7;1;6;3;7;0;19;100
357;parcialmente_nublado;5;1769,01;5;619,14;24;7;2;7;2;6;2;0;24;7;1;7;1;6;2;7;0;24;100
358;parcialmente_nublado;5;1769,0;5;619,15;2;7;3;7;2;6;2;0;3;7;1;7;1;6;2;7;0;24;100
359;ceu_aberto;5;1769,0;5;619,14;29;9;24;7;2;6;2;0;29;7;1;7;1;6;2;9;0;19;100
360;nublado;5;1769,01;5;619,1399999999999;2;7;1;7;2;6;2;0;2;6;1;7;1;6;2;7;0;21;100
361;nublado;5;1768,99;5;619,15;1;8;1;6;2;6;2;0;1;7;1;6;1;6;2;7;0;21;100
362;nublado;5;1769,0;5;619,1400000000001;17;7;1;6;2;6;2;0;2;7;1;6;1;6;18;7;0;21;100
363;parcialmente_nublado;5;1768,99;5;619,15;2;9;2;7;2;6;2;0;2;7;1;7;1;6;2;9;0;24;100
364;ceu_aberto;5;1769,0;5;619,1500000000001;4;9;29;7;2;6;2;0;29;7;1;7;1;6;2;9;0;19;100
365;parcialmente_nublado;5;1769,0;5;619,14;24;7;24;7;2;6;2;0;24;7;1;6;1;6;5;7;0;24;100
366;parcialmente_nublado;5;1768,99;5;619,1600000000001;2;7;4;7;2;6;2;0;4;7;1;6;1;6;2;7;0;24;100
367;parcialmente_nublado;5;1769,0;5;619,16;2;9;1;7;2;6;2;0;2;7;1;6;1;6;2;9;0;24;100
368;parcialmente_nublado;5;1769,02;5;619,1500000000001;2;7;1;7;2;6;2;0;2;7;1;6;1;6;3;7;0;24;100
369;nublado;5;1769,01;5;619,1500000000001;1;8;1;6;2;6;2;0;1;6;1;5;1;6;2;8;0;21;100
370;parcialmente_nublado;5;1769,0;5;619,15;6;7;3;6;2;6;2;0;6;7;1;6;1;6;2;7;0;24;100
371;nublado;5;1769,01;5;619,15;1;7;2;6;2;6;2;0;2;6;1;6;1;6;2;7;0;21;100
372;ceu_aberto;5;1769,01;5;619,14;28;7;28;7;2;6;2;0;28;6;1;7;1;6;9;7;0;19;100
373;ceu_aberto;5;1769,0;5;619,15;29;7;24;8;2;6;2;0;29;7;1;8;1;6;5;7;0;19;100
374;parcialmente_nublado;5;1768,99;5;619,15;24;7;2;7;2;6;2;0;24;7;1;6;1;6;25;7;0;24;100
375;nublado;5;1768,99;5;619,1500000000001;22;7;2;6;2;6;2;0;22;6;1;5;1;6;2;7;0;21;100
376;ceu_aberto;5;1769,0;5;619,15;27;7;27;8;2;6;2;0;27;7;1;8;1;6;7;7;0;19;100
377;parcialmente_nublado;5;1768,99;5;619,16;23;7;19;7;2;6;2;0;23;7;1;7;1;6;2;7;0;24;100
378;parcialmente_nublado;5;1769,0;5;619,15;2;7;3;7;2;6;2;0;3;7;1;7;1;6;2;7;0;24;100
379;nublado;5;1769,0;5;619,1500000000001;4;7;2;7;2;6;2;0;4;7;1;6;1;6;2;7;0;21;100
380;ceu_aberto;5;1769,0;5;619,14;22;7;3;7;2;6;2;0;22;7;1;7;1;6;23;7;0;19;100
381;ceu_aberto;5;1769,0100000000002;5;619,15;29;7;6;7;2;6;2;0;29;7;1;7;1;6;5;7;0;19;100
382;parcialmente_nublado;5;1769,0;5;619,15;2;7;24;8;2;6;2;0;24;7;1;8;1;6;2;7;0;24;100
383;ceu_aberto;5;1769,0;5;619,14;27;7;4;7;2;6;2;0;27;7;1;7;1;6;18;7;0;19;100
384;ceu_aberto;5;1768,99;5;619,15;26;7;26;7;2;6;2;0;26;7;1;7;1;6;25;7;0;19;100
385;ceu_aberto;5;1769,01;5;619,15;27;7;27;7;2;6;2;0;27;7;1;7;1;6;5;7;0;19;100
386;ceu_aberto;5;1768,99;5;619,15;23;7;29;7;2;6;2;0;29;7;1;7;1;6;24;7;0;19;100
387;parcialmente_nublado;5;1769,0;5;619,15;19;7;24;7;2;6;2;0;24;7;1;7;1;6;9;7;0;24;100
